# adt/numeric (p1-laneu) reachable corpus-gap residual — RECORDED, not excepted
# (lanek precedent). Classes eyeballed 2026-07-31: macro-body prodsum! attribution
# displacement (arith/fixed mul kernels — kernels ARE exercised), soft-error
# escontext arms (drivers pass None), rare div_var_int64 carry-adjust cells,
# non-decimal literal sign arms, fc wrapper error arms. file<TAB>line<TAB>note
crates/backend/utils/adt/numeric/src/arith.rs	110	
crates/backend/utils/adt/numeric/src/arith.rs	111	
crates/backend/utils/adt/numeric/src/arith.rs	117	
crates/backend/utils/adt/numeric/src/arith.rs	118	
crates/backend/utils/adt/numeric/src/arith.rs	162	
crates/backend/utils/adt/numeric/src/arith.rs	215	
crates/backend/utils/adt/numeric/src/arith.rs	532	
crates/backend/utils/adt/numeric/src/arith.rs	533	
crates/backend/utils/adt/numeric/src/arith.rs	534	
crates/backend/utils/adt/numeric/src/arith.rs	536	
crates/backend/utils/adt/numeric/src/arith.rs	537	
crates/backend/utils/adt/numeric/src/arith.rs	538	
crates/backend/utils/adt/numeric/src/arith.rs	540	
crates/backend/utils/adt/numeric/src/arith.rs	541	
crates/backend/utils/adt/numeric/src/arith.rs	543	
crates/backend/utils/adt/numeric/src/arith.rs	544	
crates/backend/utils/adt/numeric/src/arith.rs	546	
crates/backend/utils/adt/numeric/src/arith.rs	547	
crates/backend/utils/adt/numeric/src/arith.rs	549	
crates/backend/utils/adt/numeric/src/arith.rs	550	
crates/backend/utils/adt/numeric/src/arith.rs	552	
crates/backend/utils/adt/numeric/src/arith.rs	563	
crates/backend/utils/adt/numeric/src/arith.rs	569	
crates/backend/utils/adt/numeric/src/arith.rs	570	
crates/backend/utils/adt/numeric/src/arith.rs	571	
crates/backend/utils/adt/numeric/src/arith.rs	818	
crates/backend/utils/adt/numeric/src/arith.rs	819	
crates/backend/utils/adt/numeric/src/arith.rs	821	
crates/backend/utils/adt/numeric/src/arith.rs	836	
crates/backend/utils/adt/numeric/src/arith.rs	918	
crates/backend/utils/adt/numeric/src/arith.rs	919	
crates/backend/utils/adt/numeric/src/arith.rs	975	
crates/backend/utils/adt/numeric/src/arith.rs	1062	
crates/backend/utils/adt/numeric/src/builtins.rs	115	fn fc_numeric_in
crates/backend/utils/adt/numeric/src/builtins.rs	125	fn fc_numeric_out
crates/backend/utils/adt/numeric/src/builtins.rs	315	fn fc_numeric_float4
crates/backend/utils/adt/numeric/src/builtins.rs	317	fn fc_numeric_float4
crates/backend/utils/adt/numeric/src/builtins.rs	318	fn fc_numeric_float4
crates/backend/utils/adt/numeric/src/builtins.rs	982	fn fc_numerictypmodin
crates/backend/utils/adt/numeric/src/builtins.rs	983	fn fc_numerictypmodin
crates/backend/utils/adt/numeric/src/builtins.rs	986	fn fc_numerictypmodin
crates/backend/utils/adt/numeric/src/builtins.rs	987	fn fc_numerictypmodin
crates/backend/utils/adt/numeric/src/builtins.rs	988	fn fc_numerictypmodin
crates/backend/utils/adt/numeric/src/fixed.rs	122	
crates/backend/utils/adt/numeric/src/fixed.rs	123	
crates/backend/utils/adt/numeric/src/fixed.rs	150	
crates/backend/utils/adt/numeric/src/fixed.rs	204	
crates/backend/utils/adt/numeric/src/fixed.rs	390	
crates/backend/utils/adt/numeric/src/fixed.rs	391	
crates/backend/utils/adt/numeric/src/fixed.rs	392	
crates/backend/utils/adt/numeric/src/fixed.rs	393	
crates/backend/utils/adt/numeric/src/fixed.rs	394	
crates/backend/utils/adt/numeric/src/fixed.rs	396	
crates/backend/utils/adt/numeric/src/fixed.rs	397	
crates/backend/utils/adt/numeric/src/fixed.rs	399	
crates/backend/utils/adt/numeric/src/fixed.rs	400	
crates/backend/utils/adt/numeric/src/fixed.rs	402	
crates/backend/utils/adt/numeric/src/fixed.rs	403	
crates/backend/utils/adt/numeric/src/fixed.rs	405	
crates/backend/utils/adt/numeric/src/fixed.rs	406	
crates/backend/utils/adt/numeric/src/fixed.rs	408	
crates/backend/utils/adt/numeric/src/fixed.rs	417	
crates/backend/utils/adt/numeric/src/fixed.rs	418	
crates/backend/utils/adt/numeric/src/fixed.rs	419	
crates/backend/utils/adt/numeric/src/io.rs	125	
crates/backend/utils/adt/numeric/src/io.rs	218	
crates/backend/utils/adt/numeric/src/io.rs	219	
crates/backend/utils/adt/numeric/src/io.rs	222	
crates/backend/utils/adt/numeric/src/io.rs	223	
crates/backend/utils/adt/numeric/src/io.rs	410	
crates/backend/utils/adt/numeric/src/io.rs	442	
crates/backend/utils/adt/numeric/src/keypack.rs	78	
crates/backend/utils/adt/numeric/src/keypack.rs	83	
crates/backend/utils/adt/numeric/src/math.rs	28	
crates/backend/utils/adt/numeric/src/math.rs	74	
crates/backend/utils/adt/numeric/src/math.rs	75	
crates/backend/utils/adt/numeric/src/math.rs	190	
crates/backend/utils/adt/numeric/src/math.rs	191	
crates/backend/utils/adt/numeric/src/math.rs	192	
crates/backend/utils/adt/numeric/src/math.rs	193	
crates/backend/utils/adt/numeric/src/math.rs	198	
