datetime-b	rem::eq_f8tstz_value_screen	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::cover_aclitemin_regimes	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::cover_table_id_id_regimes	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_aclitemout_named	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_id_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_id_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_name_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_database_privilege_name_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_function_privilege_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_function_privilege_id_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_function_privilege_name_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_id_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_id_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_name_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_language_privilege_name_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_id_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_id_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_name_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_schema_privilege_name_name	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_sequence_privilege_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
aclcheck	proofs::eq_has_sequence_privilege_id_id	fleet-solved family registration (expected=unmeasured in SUITE.tsv, dark-harness sweep); no local coverage leg — COVERAGE.md known distortion 7 rule (b)
