hash	hash_bytes_extended_len8_seeded	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_len12	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_len13_unaligned	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_len24	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_len4	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_len8	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_uint32_all	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
hash	hash_bytes_uint32_extended_all	walled under --coverage at 900s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_bytea_substr	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_bytea_substr_no_len	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_byteacat	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_text_left_latin1	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_text_right_latin1	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_text_substr_latin1	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_text_substr_no_len_latin1	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_textcat	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
text-slice	proofs::eq_textpos_latin1	walled under --coverage at 300s (measured timeout; coverage instrumentation defeats formula slicing on string-heavy harnesses — COVERAGE.md known distortion 1)
