# auto-exceptions.tsv — MECHANICALLY classified instrument-unmappable residual lines.
# Generated by proofs/coverage/auto_exceptions.py; classes licensed by proofs/coverage/rig-auto-classes.py (GREEN required).
# DISTINCT from hand-adjudicated exception rows: an auto: row is a measurement note (the
# instrument emits no mapping for the line), NOT a semantic adjudication. Rows here need
# no PR review to exist, but they never move a line out of any denominator.
file	line	class	rule	evidence
crates/backend/utils/mb/mbutils/src/builtins.rs	103	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 103
crates/backend/utils/mb/mbutils/src/lib.rs	37	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 37
crates/backend/utils/mb/mbutils/src/lib.rs	87	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 87
crates/backend/utils/mb/mbutils/src/lib.rs	1187	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1187; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1210	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1210; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1251	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1251; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1261	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1261; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1274	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1274; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1289	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1289; instrumented context within +-10 lines (line table)
crates/backend/utils/mb/mbutils/src/lib.rs	1303	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/mb/mbutils/src/lib.rs:1303; instrumented context within +-10 lines (line table)
crates/common/wchar/src/lib.rs	1096	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 1096
crates/common/wchar/src/lib.rs	1456	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1456
crates/common/wchar/src/lib.rs	1459	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1459
crates/common/wchar/src/lib.rs	1460	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1460
crates/common/wchar/src/lib.rs	1461	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1461
crates/common/wchar/src/lib.rs	1462	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1462
crates/common/wchar/src/lib.rs	1463	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 1463
crates/common/wchar/src/lib.rs	1466	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 1466
crates/common/wchar/src/lib.rs	1647	auto:include-row	include!(..) build-generated module row — included code carries spans in the included file, never here (rig-auto-classes: include-row)	shape rig-verified; line table has no DA at 1647
crates/common/wchar/src/tables.rs	2	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; no line table supplied
crates/common/wchar/src/tables.rs	340	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; no line table supplied
crates/common/wchar/src/tables.rs	465	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; no line table supplied
