# auto-exceptions.tsv — MECHANICALLY classified instrument-unmappable residual lines.
# Generated by proofs/coverage/auto_exceptions.py; classes licensed by proofs/coverage/rig-auto-classes.py (GREEN required).
# DISTINCT from hand-adjudicated exception rows: an auto: row is a measurement note (the
# instrument emits no mapping for the line), NOT a semantic adjudication. Rows here need
# no PR review to exist, but they never move a line out of any denominator.
file	line	class	rule	evidence
crates/backend/utils/adt/formatting/src/dch_entry.rs	74	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_entry.rs:74; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_entry.rs	333	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_entry.rs:333; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_entry.rs	334	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_entry.rs:334; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_entry.rs	504	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 504
crates/backend/utils/adt/formatting/src/dch_entry.rs	654	auto:call-str-cont	string-literal continuation of plain call arg list (context-evidence class; rig boundary plain-call-str-boundary)	no DA record at crates/backend/utils/adt/formatting/src/dch_entry.rs:654; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	173	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_fromchar.rs:173; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	337	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_fromchar.rs:337; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	339	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_fromchar.rs:339; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	604	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_fromchar.rs:604; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	606	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/dch_fromchar.rs:606; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	144	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 144
crates/backend/utils/adt/formatting/src/fromchar.rs	101	auto:call-str-cont	string-literal continuation of plain call arg list (context-evidence class; rig boundary plain-call-str-boundary)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:101; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	120	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:120; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	154	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 154
crates/backend/utils/adt/formatting/src/fromchar.rs	155	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 155
crates/backend/utils/adt/formatting/src/fromchar.rs	167	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:167; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	170	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:170; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	173	auto:call-str-cont	string-literal continuation of plain call arg list (context-evidence class; rig boundary plain-call-str-boundary)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:173; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	188	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:188; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	190	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:190; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	193	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:193; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	196	auto:call-str-cont	string-literal continuation of plain call arg list (context-evidence class; rig boundary plain-call-str-boundary)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:196; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	209	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:209; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	211	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:211; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	222	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:222; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	226	auto:fmt-cont	literal/bare-arg continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:226; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	227	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:227; instrumented context within +-10 lines (line table)
