function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
MemoizeHash_hash	nodeMemoize.rs:2489	backend-executor-nodeMemoize/src/lib.rs:176	MATCH	yes	pg_rotate_left32/XOR/murmurhash32 accumulation in-crate; binary mode -> datum_image_hash leaf (adt-datum owner) keyed on owned key_attrs[i]; non-binary reads hashfunctions[i].fn_oid in-crate, function_call1_coll (fmgr owner) + DatumGetUInt32 in-crate. Ported as memoize_hash_hash.
MemoizeHash_equal	nodeMemoize.rs:2542	backend-executor-nodeMemoize/src/lib.rs:227	MATCH	yes	Binary per-key compare via datum_image_eq (adt-datum) with null-ness mismatch break; non-binary via exec_qual (execExpr). Slot deform marshaling in-crate. Ported as memoize_hash_equal.
build_hash_table	nodeMemoize.rs:2593	backend-executor-nodeMemoize/src/lib.rs:306	MATCH	yes	size==0 -> 1024; pre-reserve clamped to MAX_CACHE_SLOTS.
prepare_probe_slot	nodeMemoize.rs:2604	backend-executor-nodeMemoize/src/lib.rs:113	MATCH	yes	key==None per-key eval via exec_eval_expr_switch_context (execExpr); Some deform via in-crate helper. Control flow in-crate.
entry_purge_tuples	nodeMemoize.rs:2643	backend-executor-nodeMemoize/src/lib.rs:337	MATCH	yes	CACHE_TUPLE_BYTES sum, drain, complete=false, mem_used-=freed.
remove_cache_entry	nodeMemoize.rs:2664	backend-executor-nodeMemoize/src/lib.rs:354	MATCH	yes	purge, subtract EMPTY_ENTRY_MEMORY_BYTES, delete slot.
cache_purge_all	nodeMemoize.rs:2682	backend-executor-nodeMemoize/src/lib.rs:375	MATCH	yes	evictions=members, drop cache, reset, mem_used=0.
cache_reduce_memory	nodeMemoize.rs:2698	backend-executor-nodeMemoize/src/lib.rs:401	MATCH	yes	peak update, LRU-head eviction loop, specialkey flag, re-find sanity check.
cache_lookup	nodeMemoize.rs:2772	backend-executor-nodeMemoize/src/lib.rs:465	MATCH	yes	probe, hash, chain match, LRU move_tail, miss-path key alloc, over-budget reduce.
cache_store_tuple	nodeMemoize.rs:2823	backend-executor-nodeMemoize/src/lib.rs:534	MATCH	yes	copy minimal tuple, mem_used+=CACHE_TUPLE_BYTES, append, over-budget reduce, OOM discipline.
ExecMemoize	nodeMemoize.rs:2865	backend-executor-nodeMemoize/src/lib.rs:594	MATCH	yes	All five states reproduced; stats; CHECK_FOR_INTERRUPTS + reset_expr_context; outer fetch via exec_proc_node + exec_fetch_slot_minimal_tuple; result store/clear via execTuples owner. exec_memoize_node callback lib.rs:1515.
ExecInitMemoize	nodeMemoize.rs:3074	backend-executor-nodeMemoize/src/lib.rs:790	MATCH	yes	castNode + 6 in-crate builders driving C control flow in order; per-key loop (get_op_hash_functions/get_opcode, hashfunctions[i].fn_oid, ExecInitExpr), ExecBuildParamSetEqual, mem_limit=get_hash_memory_limit, reset cursors/flags/stats, hashtable=NULL. F4 resolved (prior unimplemented! stubs now ported).
ExecEndMemoize	nodeMemoize.rs:3206	backend-executor-nodeMemoize/src/lib.rs:952	MATCH	yes	memory-accounting walk, parallel worker copyback, drop cache, outer exec_end_node.
ExecReScanMemoize	nodeMemoize.rs:3227	backend-executor-nodeMemoize/src/lib.rs:1009	MATCH	yes	mstatus=LOOKUP, reset, chgParam==NULL -> exec_re_scan (execAmi), bms_nonempty_difference (nodes-core) -> purge.
ExecEstimateCacheEntryOverheadBytes	nodeMemoize.rs:3241	backend-executor-nodeMemoize/src/lib.rs:1061	MATCH	yes	sizeof math (LP64 24/24/16) in types_nodes::nodememoize.
ExecMemoizeEstimate	nodeMemoize.rs:3250	backend-executor-nodeMemoize/src/lib.rs:1074	MATCH	yes	Node-side C control flow in-crate (instrument/nworkers guard, mul_size/add_size overflow-checked sizing, toc estimate); only handle-addressed reads of live MemoizeState/ParallelContext go through execParallel-support owner seams (sup::).
ExecMemoizeInitializeDSM	nodeMemoize.rs:3275	backend-executor-nodeMemoize/src/lib.rs:1097	MATCH	yes	In-crate guard + size compute + plan_node_id read; DSM chunk canonical store delegated to sup::memoize_initialize_dsm_shared_info (execParallel-support owner).
ExecMemoizeInitializeWorker	nodeMemoize.rs:3303	backend-executor-nodeMemoize/src/lib.rs:1121	MATCH	yes	plan_node_id read in-crate; shm_toc_lookup+attach via sup::memoize_initialize_worker_shared_info.
ExecMemoizeRetrieveInstrumentation	nodeMemoize.rs:3314	backend-executor-nodeMemoize/src/lib.rs:1131	MATCH	yes	shared_info==NULL early-out + size compute in-crate; copy-out via sup::memoize_retrieve_shared_info.
