function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
DatumGetPointer	dsm.rs:908	types/postgres layer	SEAMED	no	c2rust-injected postgres.h inline; Datum conversion in shared types layer, not duplicated
PointerGetDatum	dsm.rs:912	types/postgres layer	SEAMED	no	c2rust-injected postgres.h inline; shared types layer
dlist_init	dsm.rs:916	std Vec/list substrate	MISSING	no	c2rust-injected ilist.h inline; intrusive list modeled as Vec, no standalone fn
dlist_is_empty	dsm.rs:921	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
dlist_push_head	dsm.rs:926	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline (Vec push)
dlist_delete	dsm.rs:939	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
dlist_head_element_off	dsm.rs:944	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
slist_init	dsm.rs:952	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
slist_is_empty	dsm.rs:956	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
slist_push_head	dsm.rs:960	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
slist_pop_head_node	dsm.rs:968	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
slist_delete_current	dsm.rs:975	std Vec substrate	MISSING	no	c2rust-injected ilist.h inline
pg_leftmost_one_pos32	dsm.rs:980	dsm.rs (inlined in make_main_region_dsm_handle)	MATCH	yes	31-clz, undefined at 0 as in C; re-derived inline at the single call site
ResourceOwnerRememberDSM	dsm.rs:1026	DsmSegment guard construction	PARTIAL	no	resowner.c unported; folded into DsmSegment RAII guard per query-lifecycle-raii.md
ResourceOwnerForgetDSM	dsm.rs:1037	DsmSegment::into_id	PARTIAL	no	RAII guard consume-without-detach
dsm_postmaster_startup	dsm.rs:1048	dsm.rs::dsm_postmaster_startup	MATCH	yes	maxitems=64+5*MaxBackends, even-handle prng loop, control magic 0x9a503d32 init, on_shmem_exit reg
dsm_cleanup_using_control_segment	dsm.rs:1143	dsm.rs::dsm_cleanup_using_control_segment	MATCH	yes	ATTACH/sanity/per-item refcnt skips/DESTROY at LOG sequence
dsm_cleanup_for_mmap	dsm.rs:1274	dsm.rs::dsm_cleanup_for_mmap	MATCH	yes	AllocateDir/ReadDir prefix-match unlink with errcode_for_file_access ERROR
dsm_postmaster_shutdown	dsm.rs:1361	dsm.rs::dsm_postmaster_shutdown	MATCH	yes	nitems-before-sanity order, per-item destroy at LOG, write-back of all three globals
dsm_backend_startup	dsm.rs:1497	dsm.rs::dsm_backend_startup	MATCH	yes	EXEC_BACKEND branch config-excluded; dsm_init_done=true
dsm_estimate_size	dsm.rs:1501	dsm.rs::dsm_estimate_size	MATCH	yes	1MB * min_dynamic_shared_memory
dsm_shmem_init	dsm.rs:1506	dsm.rs::dsm_shmem_init	MATCH	yes	size==0 early return; FreePageManagerInitialize + Put over first_page
dsm_create	dsm.rs:1532	dsm.rs::dsm_create	MATCH	yes	lock choreography across 3 exits, main-region carve-out, prng handle loop, item[nitems] write, NULL_IF_MAXSEGMENTS vs ERROR
dsm_attach	dsm.rs:1720	dsm.rs::dsm_attach	MATCH	yes	dup-handle ERROR, refcnt++ under lock, INVALID_CONTROL_SLOT -> detach+None, non-main ATTACH
dsm_backend_shutdown	dsm.rs:1831	dsm.rs::dsm_backend_shutdown	MATCH	yes	detach list head (newest) until empty
dsm_detach_all	dsm.rs:1840	dsm.rs::dsm_detach_all	MATCH	yes	fixed this branch: capture-before-loop local copy, dsm_control global untouched (was DIVERGES, now matches C)
dsm_detach	dsm.rs:1862	dsm.rs::dsm_detach	MATCH	yes	HOLD_INTERRUPTS, pop-before-invoke callbacks, unmap+field reset, refcnt work, FreePageManagerPut on last
dsm_pin_mapping	dsm.rs:1966	dsm.rs::dsm_pin_mapping	MATCH	yes	guard consumed = resowner forgotten
dsm_unpin_mapping	dsm.rs:1973	dsm.rs::dsm_unpin_mapping	MATCH	yes	guard recreated; stale id traps vs C UB
dsm_pin_segment	dsm.rs:1979	dsm.rs::dsm_pin_segment	MATCH	yes	already-pinned ERROR lock-held, non-main dsm_impl_pin_segment, refcnt++
dsm_unpin_segment	dsm.rs:2036	dsm.rs::dsm_unpin_segment	MATCH	yes	scan skip refcnt<=1, not-found/not-pinned ERRORs, destroy on refcnt-- ==1
dsm_find_mapping	dsm.rs:2184	dsm.rs::dsm_find_mapping	MATCH	yes	linear scan by handle
dsm_segment_address	dsm.rs:2203	dsm.rs::dsm_segment_address	MATCH	yes	assert -> debug_assert, return mapped_address
dsm_segment_map_length	dsm.rs:2209	dsm.rs::dsm_segment_map_length	MATCH	yes	return mapped_size
dsm_segment_handle	dsm.rs:2213	dsm.rs::dsm_segment_handle	MATCH	yes	return handle
