function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
MemoryContextSwitchTo	backend-bootstrap-bootstrap/src/bootstrap.rs:2864	-	MISSING	no	c2rust-inlined macro (mcx layer); not a bootstrap.c fn, project-wide Datum/mcx deferral handled by Mcx model
PointerGetDatum	backend-bootstrap-bootstrap/src/bootstrap.rs:2870	-	MISSING	no	c2rust-inlined Datum macro; project-wide Datum-layer deferral
TupleDescAttr	backend-bootstrap-bootstrap/src/bootstrap.rs:2877	-	MISSING	no	c2rust-inlined accessor macro; subsumed by typed TupleDesc model
GETSTRUCT	backend-bootstrap-bootstrap/src/bootstrap.rs:2895	-	MISSING	no	c2rust-inlined macro; subsumed by typed catalog rows
table_endscan	backend-bootstrap-bootstrap/src/bootstrap.rs:2904	-	MISSING	no	tableam helper inlined by c2rust; reached via heapam seam / RAII scan close
CheckerModeMain	backend-bootstrap-bootstrap/src/bootstrap.rs:3401	backend-bootstrap-bootstrap/src/lib.rs:269	SEAMED	no	body is proc_exit(0) delegated to backend-storage-ipc-ipc-seams::proc_exit (ipc.c owner unported); -> !
BootstrapModeMain	backend-bootstrap-bootstrap/src/bootstrap.rs:3405	backend-bootstrap-bootstrap/src/lib.rs:282	MATCH	yes	full option-parse loop, every getopt case, argc!=optind check, SelectConfigFiles/checkDataDir ordering, check_only path, link-canary, bootparse drive, RelationMapFinishBootstrap, cleanup, proc_exit(0); externals seamed
bootstrap_signals	backend-bootstrap-bootstrap/src/bootstrap.rs:3769	backend-bootstrap-bootstrap/src/lib.rs:538	MATCH	yes	four pqsignal(SIG*,SIG_DFL) via port-pqsignal-seams; Assert -> debug_assert
boot_openrel	backend-bootstrap-bootstrap/src/bootstrap.rs:3776	backend-bootstrap-bootstrap/src/lib.rs:551	MATCH	yes	NAMEDATALEN truncation, populate-Typ-if-NIL, close-if-open, DEBUG4, table_openrv, numattr loop, allocate+memmove attr
closerel	backend-bootstrap-bootstrap/src/bootstrap.rs:3872	backend-bootstrap-bootstrap/src/lib.rs:611	MATCH	yes	relname-mismatch elog(ERROR), no-open-rel elog(ERROR), DEBUG4, table_close(NoLock) via Relation::close, clear boot_reldesc
DefineAttr	backend-bootstrap-bootstrap/src/bootstrap.rs:4004	backend-bootstrap-bootstrap/src/lib.rs:644	MATCH	yes	open-rel WARNING+close, allocate, MemSet, namestrcpy, gettype, Typ!=NIL and TypInfo branches all fields, C-collation forcing, three nullness cases incl BOOTCOL_NULL_AUTO prior-column scan
InsertOneTuple	backend-bootstrap-bootstrap/src/bootstrap.rs:4164	backend-bootstrap-bootstrap/src/lib.rs:747	SEAMED	no	CreateTupleDesc+heap_form_tuple+simple_heap_insert+heap_freetuple batched into heapam_seams::insert_one_tuple (heap owner unported); DEBUG4 + Nulls reset in-crate
InsertOneValue	backend-bootstrap-bootstrap/src/bootstrap.rs:4232	backend-bootstrap-bootstrap/src/lib.rs:788	SEAMED	no	bounds debug_assert, DEBUG4, boot_get_type_io_data in-crate, OidInputFunctionCall/OidOutputFunctionCall seamed to fmgr.c
InsertOneNull	backend-bootstrap-bootstrap/src/bootstrap.rs:4315	backend-bootstrap-bootstrap/src/lib.rs:820	MATCH	yes	DEBUG4, bounds debug_assert, attnotnull elog(ERROR), values[i]=NULL, Nulls[i]=true
cleanup	backend-bootstrap-bootstrap/src/bootstrap.rs:4382	backend-bootstrap-bootstrap/src/lib.rs:843	MATCH	yes	close boot_reldesc if open
populate_typ_list	backend-bootstrap-bootstrap/src/bootstrap.rs:4387	backend-bootstrap-bootstrap/src/lib.rs:851	SEAMED	no	table_open(TypeRelationId)+table_beginscan_catalog+heap_getnext loop batched into heapam_seams::read_pg_type (heap owner unported); builds Typ list; Assert -> debug_assert
gettype	backend-bootstrap-bootstrap/src/bootstrap.rs:4420	backend-bootstrap-bootstrap/src/lib.rs:871	MATCH	yes	Typ!=NIL path (lookup, reload-and-retry composite via populate_typ_list, set Ap), Typ==NIL path (TypInfo index scan returning index, DEBUG4, populate, recurse), unrecognized-type elog(ERROR)
boot_get_type_io_data	backend-bootstrap-bootstrap/src/bootstrap.rs:4548	backend-bootstrap-bootstrap/src/lib.rs:937	MATCH	yes	Typ!=NIL path (foreach ap-set-even-when-unmatched then am_oid!=typid elog, getTypeIOParam, fields), TypInfo path (index scan, elog on overflow, typdelim, fields)
AllocateAttribute	backend-bootstrap-bootstrap/src/bootstrap.rs:4672	backend-bootstrap-bootstrap/src/lib.rs:1015	MATCH	yes	MemoryContextAllocZero(TopMemoryContext, ATTRIBUTE_FIXED_PART_SIZE) -> zeroed FormData_pg_attribute
index_register	backend-bootstrap-bootstrap/src/bootstrap.rs:4677	backend-bootstrap-bootstrap/src/lib.rs:1029	MATCH	yes	copy IndexInfo + push onto ILHead; deep-copy is value copy on shared trimmed IndexInfo (frozen vocabulary); control flow copy->list-head push preserved
build_indices	backend-bootstrap-bootstrap/src/bootstrap.rs:4719	backend-bootstrap-bootstrap/src/lib.rs:1047	SEAMED	no	for(;ILHead;) walk: table_open (direct), index_open (indexam.c seamed), index_build (index.c seamed), index_close/table_close via Relation::close
run_static_initializers	backend-bootstrap-bootstrap/src/bootstrap.rs:4732	-	MISSING	no	c2rust artifact (static-table initializer); the C static const TypInfo table is a TYP_INFO const &[..] in-crate, no runtime initializer needed
