function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
isascii	probe-adt-scalar-bool/src/bool.rs:677	crates/probe-adt-scalar-bool/src/lib.rs:148	MATCH	yes	inlined <ctype.h> shim; folded into local is_space ASCII test. Not part of bool.c surface.
__istype	probe-adt-scalar-bool/src/bool.rs:682	crates/probe-adt-scalar-bool/src/lib.rs:148	MATCH	yes	inlined ctype dispatch; folded into is_space. Behavior-identical for the space class used by boolin.
isspace	probe-adt-scalar-bool/src/bool.rs:694	crates/probe-adt-scalar-bool/src/lib.rs:148	MATCH	yes	inlined ctype; boolin trims via is_space (ASCII whitespace). Identical for ASCII input.
DatumGetBool	probe-adt-scalar-bool/src/bool.rs:699	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr marshalling shim; folded into idiomatic bool args/Datum::from_bool. Accounted for.
BoolGetDatum	probe-adt-scalar-bool/src/bool.rs:703	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr shim; folded into Datum marshalling. Accounted for.
UInt32GetDatum	probe-adt-scalar-bool/src/bool.rs:711	crates/probe-adt-scalar-bool/src/lib.rs:267	MATCH	yes	inlined fmgr shim; folded into Datum::from_u32 (hashbool). Accounted for.
DatumGetPointer	probe-adt-scalar-bool/src/bool.rs:715	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr shim; folded into typed args. Accounted for.
PointerGetDatum	probe-adt-scalar-bool/src/bool.rs:719	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr shim; folded into Datum marshalling (booltext/boolsend). Accounted for.
DatumGetCString	probe-adt-scalar-bool/src/bool.rs:723	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr shim; folded into &str args (boolin). Accounted for.
CStringGetDatum	probe-adt-scalar-bool/src/bool.rs:727	crates/probe-adt-scalar-bool/src/lib.rs	MATCH	yes	inlined fmgr shim; folded into Datum marshalling (boolout). Accounted for.
DatumGetInt64	probe-adt-scalar-bool/src/bool.rs:731	crates/probe-adt-scalar-bool/src/lib.rs:274	MATCH	yes	inlined fmgr shim; folded into i64 seed arg (hashboolextended). Accounted for.
UInt64GetDatum	probe-adt-scalar-bool/src/bool.rs:735	crates/probe-adt-scalar-bool/src/lib.rs:274	MATCH	yes	inlined fmgr shim; folded into Datum::from_u64 (hashboolextended). Accounted for.
hash_uint32	probe-adt-scalar-bool/src/bool.rs:739	crates/probe-adt-scalar-bool/src/lib.rs:267	MATCH	yes	inlined hashfn shim; hashbool calls common-hashfn hash_bytes_uint32 directly (non-cyclic). Identical.
hash_uint32_extended	probe-adt-scalar-bool/src/bool.rs:743	crates/probe-adt-scalar-bool/src/lib.rs:274	MATCH	yes	inlined hashfn shim; hashboolextended calls hash_bytes_uint32_extended directly. Identical.
pq_writeint8	probe-adt-scalar-bool/src/bool.rs:747	crates/probe-adt-scalar-bool/src/lib.rs:210	MATCH	yes	inlined pqformat shim; folded into pqformat seam crate (boolsend). Accounted for.
pq_sendint8	probe-adt-scalar-bool/src/bool.rs:759	crates/probe-adt-scalar-bool/src/lib.rs:210	MATCH	yes	inlined pqformat shim; folded into pqformat seam (boolsend). Accounted for.
pq_sendbyte	probe-adt-scalar-bool/src/bool.rs:764	crates/probe-adt-scalar-bool/src/lib.rs:210	MATCH	yes	inlined pqformat shim; boolsend uses pq_sendbyte(1/0) via pqformat. Accounted for.
parse_bool	probe-adt-scalar-bool/src/bool.rs:768	crates/probe-adt-scalar-bool/src/lib.rs:79	MATCH	yes	delegates to parse_bool_with_len with value.len()==strlen.
parse_bool_with_len	probe-adt-scalar-bool/src/bool.rs:775	crates/probe-adt-scalar-bool/src/lib.rs:92	MATCH	yes	branch order, all 8 spellings, 'o'>=2-char special case, single-char 1/0, default->None preserved; pg_strncasecmp prefix semantics via pg_strncasecmp_eq.
boolin	probe-adt-scalar-bool/src/bool.rs:880	crates/probe-adt-scalar-bool/src/lib.rs:158	MATCH	yes	leading/trailing ASCII isspace trim then parse; bad spelling -> ERRCODE_INVALID_TEXT_REPRESENTATION via escontext (soft) or hard throw; message embeds original untrimmed in_str.
boolout	probe-adt-scalar-bool/src/bool.rs:936	crates/probe-adt-scalar-bool/src/lib.rs:194	MATCH	yes	t/f; palloc(2)+NUL is the cstring marshalling boundary, &'static str here.
boolrecv	probe-adt-scalar-bool/src/bool.rs:954	crates/probe-adt-scalar-bool/src/lib.rs:204	MATCH	yes	pq_getmsgbyte != 0 via pqformat (non-cyclic, direct).
boolsend	probe-adt-scalar-bool/src/bool.rs:965	crates/probe-adt-scalar-bool/src/lib.rs:210	MATCH	yes	pq_begintypsend / pq_sendbyte(1/0) / pq_endtypsend via pqformat. Allocating -> Mcx/PgResult.
booltext	probe-adt-scalar-bool/src/bool.rs:989	crates/probe-adt-scalar-bool/src/lib.rs:221	SEAMED	no	true/false then cstring_to_text via backend-utils-adt-varlena-seams (real cycle, varlena unported); thin marshal+delegate, no logic in seam path.
booleq	probe-adt-scalar-bool/src/bool.rs:1004	crates/probe-adt-scalar-bool/src/lib.rs:231	MATCH	yes	arg1 == arg2.
boolne	probe-adt-scalar-bool/src/bool.rs:1018	crates/probe-adt-scalar-bool/src/lib.rs:236	MATCH	yes	arg1 != arg2.
boollt	probe-adt-scalar-bool/src/bool.rs:1032	crates/probe-adt-scalar-bool/src/lib.rs:241	MATCH	yes	false<true: !arg1 & arg2 == C bool(0/1)<.
boolgt	probe-adt-scalar-bool/src/bool.rs:1046	crates/probe-adt-scalar-bool/src/lib.rs:246	MATCH	yes	arg1 & !arg2.
