function	c2rust_loc	our_loc	verdict	perfect_match	note
QT2QTN	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:24	util.rs `qt2qtn`/`qt2qtn_inner`	MATCH	yes	Recursive polish-order build; `child[0]=in+1`, `child[1]=in+left`; OP_NOT → 1 child; sign = OR of child signs; leaf `sign = 1 << (valcrc % 32)`, `word = operand+distance`. `check_stack_depth` via tcop seam.
QTNFree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:64	RAII `Drop` of `QTNode`/`PgVec`	MATCH	yes	`pfree`/free-hints dissolve into ownership; `QTN_WORDFREE`/`QTN_NEEDFREE` inert under Rust ownership (documented).
QTNodeCompare	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:96	util.rs `QTNodeCompare`	MATCH	yes	type order (greater→-1), oper, nchild, recursive child compare, OP_PHRASE distance tiebreak, QI_VAL valcrc then `tsCompareString(...,false)`; else-branch → `elog(ERROR,"unrecognized QueryItem type")`.
cmpQTN	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:152	folded into `QTNSort` comparator	MATCH	yes	`sort_by` closure delegates to `QTNodeCompare`; first error captured + propagated (comparator can't return Result). Total order ⇒ stable sort is a harmless refinement of qsort.
QTNSort	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:163	util.rs `QTNSort`	MATCH	yes	recurse children, then sort when `nchild>1 && oper!=OP_PHRASE`.
QTNEq	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:183	util.rs `QTNEq`	MATCH	yes	`sign=a&b; if !(sign==a.sign && sign==b.sign) false; else compare==0`.
QTNTernary	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:201	util.rs `QTNTernary`	MATCH	yes	recurse; only AND/OR flatten; splice same-operator children in place. Grandchildren pre-flattened by recursion, so the rebuild-list form is equivalent to C's in-place `i += cc->nchild-1` splice.
QTNBinary	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:250	util.rs `QTNBinary`	MATCH	yes	recurse; `while nchild>2` insert `nn=OPR(child[0],child[1])`, set `child=[nn, c_last, c2..c_{m-2}]`; `nn.flags=QTN_NEEDFREE`, `nn.sign=c0.sign
cntsize	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:292	util.rs `cntsize`	MATCH	yes	`*nnode+=1`; OPR recurse; else `*sumlen += length+1`.
fillQT	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:323	util.rs `fill_qt`	MATCH	yes	QI_VAL: copy QueryOperand, copy word, set distance, NUL, advance; OPR: copy QueryOperator, emit child[0], then for 2-child set `left = curitem-curitem0` and emit child[1].
