function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
IndexOnlyNext	nodeIndexonlyscan.rs:3152	backend-executor-nodeIndexonlyscan/src/lib.rs:110	MATCH	yes	VM-visible skip, heap-fetch fallback+continue, non-MVCC HOT-continue error, hitup/itup/none branch, lossy recheck+InstrCountFiltered2+continue, ORDER-BY recheck FEATURE_NOT_SUPPORTED, page predicate lock when !tuple_from_heap, end-of-scan ExecClearTuple. VM_ALL_VISIBLE=0x01. Leaf ops seamed.
StoreIndexTuple	nodeIndexonlyscan.rs:3352	backend-executor-nodeIndexonlyscan/src/lib.rs:324	MATCH	yes	ClearTuple -> index_deform_tuple (AM itupdesc) -> name-cstring fix-up (unlikely branch via ioss_NameCStringAttNums) -> ExecStoreVirtualTuple. NAMEDATALEN=64 padding owned here; per-attr read/write seamed to execTuples.
IndexOnlyRecheck	nodeIndexonlyscan.rs:3390	backend-executor-nodeIndexonlyscan/src/lib.rs:367	MATCH	yes	Always elog(ERROR, "EvalPlanQual recheck is not supported in index-only scans").
ExecIndexOnlyScan	nodeIndexonlyscan.rs:3421	backend-executor-nodeIndexonlyscan/src/lib.rs:388	MATCH	yes	Runtime-key guard routes through generic ExecReScan dispatcher (execAmi::exec_re_scan, verified lib.rs:405), matching C:345; then ExecScan via exec_scan_indexonly seam. F5 resolved (no direct ExecReScanIndexOnlyScan call, no dead is_installed marker).
ExecReScanIndexOnlyScan	nodeIndexonlyscan.rs:3463	backend-executor-nodeIndexonlyscan/src/lib.rs:422	MATCH	yes	Runtime-key reset+eval (seamed to nodeIndexscan helper), RuntimeKeysReady=true, conditional index_rescan, ExecScanReScan.
ExecEndIndexOnlyScan	nodeIndexonlyscan.rs:3486	backend-executor-nodeIndexonlyscan/src/lib.rs:449	MATCH	yes	VM-buffer release, parallel-worker stat accumulation (additive, matches C comment), index_endscan, index_close(NoLock) via handle drop.
ExecIndexOnlyMarkPos	nodeIndexonlyscan.rs:3516	backend-executor-nodeIndexonlyscan/src/lib.rs:492	MATCH	yes	EPQ guard (slot-or-rowmark present -> assert relsubs_done -> return), else index_markpos. Assert(scanrelid>0)->debug_assert.
ExecIndexOnlyRestrPos	nodeIndexonlyscan.rs:3569	backend-executor-nodeIndexonlyscan/src/lib.rs:523	MATCH	yes	Same EPQ guard, else index_restrpos. epqstate read via if-let, equivalent to C es_epq_active read.
ExecInitIndexOnlyScan	nodeIndexonlyscan.rs:3622	backend-executor-nodeIndexonlyscan/src/lib.rs:550	MATCH	yes	F1+F2 resolved: INDEX_VAR=-3 (lib.rs:59, verified vs primnodes.h:244), takes &Node + castNode to IndexOnlyScan, sets ss.ps.plan=Some(node) (real plan link), node_as_node panic helper deleted.
ExecIndexOnlyScanEstimate	nodeIndexonlyscan.rs:3750	backend-executor-nodeIndexonlyscan/src/lib.rs:731	MATCH	yes	instrument/parallel_aware gate, index_parallelscan_estimate, chunk+key estimate.
ExecIndexOnlyScanInitializeDSM	nodeIndexonlyscan.rs:3782	backend-executor-nodeIndexonlyscan/src/lib.rs:767	MATCH	yes	F3 resolved: real plan_node_id field threaded through Plan::clone_in (plan_node_id helper reads plan_head().plan_node_id, lib.rs:1004), so TOC insert + scandesc setup execute.
ExecIndexOnlyScanReInitializeDSM	nodeIndexonlyscan.rs:3838	backend-executor-nodeIndexonlyscan/src/lib.rs:845	MATCH	yes	Assert parallel_aware, index_parallelrescan.
ExecIndexOnlyScanInitializeWorker	nodeIndexonlyscan.rs:3845	backend-executor-nodeIndexonlyscan/src/lib.rs:859	MATCH	yes	F4 resolved: instrument branch sets ioss_SharedInfo = alloc_in(index_scan_resolve_shared_info(piscan)) in-crate (OffsetToPointer resolution delegated to indexam seam, assignment in-crate).
ExecIndexOnlyScanRetrieveInstrumentation	nodeIndexonlyscan.rs:3892	backend-executor-nodeIndexonlyscan/src/lib.rs:927	MATCH	yes	NULL guard, palloc+memcpy modeled as offsetof(winstrument)+num_workers*sizeof copy into mcx.
