function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
ExecHashJoinImpl	nodeHashjoin.rs:2354	backend-executor-nodeHashjoin/src/lib.rs:167	MATCH	yes	All six HJ_* states, BUILD_HASHTABLE->NEED_NEW_OUTER fall-through, empty-outer prefetch heuristic, parallel build-barrier dance, antijoin/right-semi/right-anti/single_match cases, InstrCountFiltered1/2, default elog all reproduced; C break->continue on outer loop. Spot-verified.
ExecHashJoin	nodeHashjoin.rs:2684	backend-executor-nodeHashjoin/src/lib.rs:558	MATCH	yes	ExecHashJoinImpl(pstate,false); castNode->enum match (exec_hash_join_node).
ExecParallelHashJoin	nodeHashjoin.rs:2687	backend-executor-nodeHashjoin/src/lib.rs:570	MATCH	yes	ExecHashJoinImpl(pstate,true) (exec_parallel_hash_join_node).
ExecInitHashJoin	nodeHashjoin.rs:2693	backend-executor-nodeHashjoin/src/lib.rs:586	MATCH	yes	makeNode, ExecProcNode=ExecHashJoin, jointype, child init, result slot/projection, hj_OuterTupleSlot, single_match, 8-jointype null-tuple-slot switch + default elog, hash-state resets, real inner Hash.skewTable gate.
ExecEndHashJoin	nodeHashjoin.rs:2931	backend-executor-nodeHashjoin/src/lib.rs:856	MATCH	yes	Destroy hash table if present (seam clears field), then end outer+inner subtrees.
ExecHashJoinOuterGetTuple	nodeHashjoin.rs:2939	backend-executor-nodeHashjoin/src/lib.rs:885	MATCH	yes	curbatch==0 first-pass (stash, hash eval, isnull skip, OuterNotEmpty), curbatch<nbatch batch-file path (file==NULL->NULL), end-of-batch NULL.
ExecParallelHashJoinOuterGetTuple	nodeHashjoin.rs:3002	backend-executor-nodeHashjoin/src/lib.rs:953	MATCH	yes	Single-batch direct-outer vs sts_parallel_scan_next batch-file path, ExecForceStoreMinimalTuple/ExecClearTuple, batches[curbatch].outer_eof=true at end.
ExecHashJoinNewBatch	nodeHashjoin.rs:3055	backend-executor-nodeHashjoin/src/lib.rs:1016	MATCH	yes	Close prior outer file, first-batch skew reset, batch-skip loop with all four break rules + temp-file releases, ExecHashTableReset, inner reload, outer rewind. Benign skewBucket/skewBucketNums=NULL omission (skewEnabled-gated; provably inert) -> still MATCH per audit.
ExecParallelHashJoinNewBatch	nodeHashjoin.rs:3207	backend-executor-nodeHashjoin/src/lib.rs:1130	MATCH	yes	curbatch-detach, distributor round-robin, BarrierAttach phase switch ELECT/ALLOCATE/LOAD fall-through, PROBE return-attached, SCAN/FREE detach-loop, default elog, (batchno+1)%nbatch bound.
ExecHashJoinSaveTuple	nodeHashjoin.rs:3368	backend-executor-nodeHashjoin/src/lib.rs:1350	MATCH	yes	Byte format [u32 hashvalue][MinimalTuple], lazy BufFile create in spillCxt on first write. Seam entry exec_hash_join_save_tuple_seam (lib.rs:137) + in-crate helper, both identical.
ExecHashJoinGetSavedTuple	nodeHashjoin.rs:3388	backend-executor-nodeHashjoin/src/lib.rs:1386	MATCH	yes	CHECK_FOR_INTERRUPTS, two-word header read, EOF->clear+NULL, palloc(t_len)/t_len assign, read t_len-4 body, ExecForceStoreMinimalTuple(true). Byte-for-byte, native endianness. Spot-verified.
ExecReScanHashJoin	nodeHashjoin.rs:3427	backend-executor-nodeHashjoin/src/lib.rs:1467	MATCH	yes	Single-batch+inner-chgParam-NULL reuse path (match-flag reset for right/right-anti/right-semi/full, OuterNotEmpty reset, skip to NEED_NEW_OUTER) vs destroy-and-rebuild; instrumentation accum + hashtable=NULL delegated to nodeHash owner (correct owner).
ExecShutdownHashJoin	nodeHashjoin.rs:3478	backend-executor-nodeHashjoin/src/lib.rs:1553	MATCH	yes	DetachBatch + Detach when hj_HashTable present.
ExecParallelHashJoinPartitionOuter	nodeHashjoin.rs:3484	backend-executor-nodeHashjoin/src/lib.rs:1565	MATCH	yes	Assert FirstOuterTupleSlot==NULL, outer-plan loop hash eval + isnull skip, ExecFetchSlotMinimalTuple, ExecHashGetBucketAndBatch, sts_puttuple, CHECK_FOR_INTERRUPTS, final sts_end_write over nbatch.
ExecHashJoinEstimate	nodeHashjoin.rs:3544	backend-executor-nodeHashjoin/src/lib.rs:1631	SEAMED	no	Body is shm_toc_estimate_* on ParallelContext, entirely execParallel-owned (unported); loud panic. No in-crate logic precedes it in C, nothing MISSING. Acceptable per brief.
ExecHashJoinInitializeDSM	nodeHashjoin.rs:3560	backend-executor-nodeHashjoin/src/lib.rs:1646	SEAMED	no	In-crate ExecSetExecProcNode(ExecParallelHashJoin) swap present before panic; shm_toc_allocate/pstate init/LWLockInitialize/BarrierInit/SharedFileSetInit are execParallel/nodeHash-owned. seg==NULL early-return unobservable since function panics. Acceptable.
ExecHashJoinReInitializeDSM	nodeHashjoin.rs:3613	backend-executor-nodeHashjoin/src/lib.rs:1663	SEAMED	no	In-crate DetachBatch+Detach (hj_HashTable!=NULL) runs first, then panics on shm_toc_lookup/SharedFileSetDeleteAll/BarrierInit tail (execParallel-owned). Acceptable.
ExecHashJoinInitializeWorker	nodeHashjoin.rs:3634	backend-executor-nodeHashjoin/src/lib.rs:1682	SEAMED	no	In-crate ExecProcNode swap present before panic; SharedFileSetAttach + shared-state lookup are execParallel-owned. Acceptable.
