function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
MemoryContextSwitchTo	execExprInterp.rs:3958	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
DatumGetBool	execExprInterp.rs:3964	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
BoolGetDatum	execExprInterp.rs:3968	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
CharGetDatum	execExprInterp.rs:3976	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
Int16GetDatum	execExprInterp.rs:3980	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
DatumGetInt32	execExprInterp.rs:3984	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
Int32GetDatum	execExprInterp.rs:3988	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
DatumGetUInt32	execExprInterp.rs:3992	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
UInt32GetDatum	execExprInterp.rs:3996	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ObjectIdGetDatum	execExprInterp.rs:4000	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
DatumGetPointer	execExprInterp.rs:4004	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
PointerGetDatum	execExprInterp.rs:4008	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
DatumGetCString	execExprInterp.rs:4012	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
CStringGetDatum	execExprInterp.rs:4016	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
Int64GetDatum	execExprInterp.rs:4020	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
BlockIdSet	execExprInterp.rs:4026	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ItemPointerSetInvalid	execExprInterp.rs:4035	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
list_length	execExprInterp.rs:4044	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
list_nth_cell	execExprInterp.rs:4048	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
list_nth	execExprInterp.rs:4055	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
TupleDescAttr	execExprInterp.rs:4062	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
TupleDescCompactAttr	execExprInterp.rs:4079	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
att_isnull	execExprInterp.rs:4089	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
fetch_att	execExprInterp.rs:4097	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHeaderGetDatumLength	execExprInterp.rs:4148	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHeaderGetTypeId	execExprInterp.rs:4155	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHeaderSetTypeId	execExprInterp.rs:4161	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHeaderGetTypMod	execExprInterp.rs:4168	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHeaderSetTypMod	execExprInterp.rs:4174	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleHasNulls	execExprInterp.rs:4181	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
HeapTupleNoNulls	execExprInterp.rs:4186	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
fastgetattr	execExprInterp.rs:4190	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
heap_getattr	execExprInterp.rs:4222	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
TimestampGetDatum	execExprInterp.rs:4242	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
TimestampTzGetDatum	execExprInterp.rs:4246	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
slot_getsomeattrs	execExprInterp.rs:4250	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
slot_getallattrs	execExprInterp.rs:4259	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
slot_getattr	execExprInterp.rs:4263	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
slot_getsysattr	execExprInterp.rs:4275	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ExecClearTuple	execExprInterp.rs:4292	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ExecCopySlot	execExprInterp.rs:4299	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
pg_leftmost_one_pos64	execExprInterp.rs:4308	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
pg_nextpower2_64	execExprInterp.rs:4313	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
pg_rotate_left32	execExprInterp.rs:4321	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ExecEvalExprSwitchContext	execExprInterp.rs:4335	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
ExecQual	execExprInterp.rs:4350	(header inline, owned elsewhere)	SEAMED	no	post-preprocessor header inline; owned by another unit (postgres.h/tuptable.h/htup_details.h/executor.h)
