function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
MemoryContextSwitchTo	ts_cache.rs:1209	(MemoryContext scopes)	MATCH	yes	c2rust-inlined header inline (memutils.h); the C dict-init context switch is represented by scoped MemoryContext (placement diverges only behind the unported fmgr/tsearch boundary, documented in dict-init).
ObjectIdGetDatum	ts_cache.rs:1215	lib.rs:339,etc	MATCH	yes	header macro; Datum::from_oid for syscache keys.
DatumGetPointer	ts_cache.rs:1219	(typed Datum)	MATCH	yes	header macro; subsumed by typed Datum / dict_data Datum word.
PointerGetDatum	ts_cache.rs:1223	(typed Datum)	MATCH	yes	header macro; subsumed.
GETSTRUCT	ts_cache.rs:1229	(deformed access)	MATCH	yes	header macro; Form_* reads via SysCacheGetAttrNotNull/heap_deform_tuple.
InvalidateTSCacheCallBack	ts_cache.rs:1263	lib.rs:221	MATCH	yes	one callback for all three caches, selected by arg tag; flush-all (mark isvalid=false on every entry); config arm also resets TSCurrentConfigCache. C passes the HTAB address as arg; here a usize tag rides the Datum (debug_assert on unknown).
lookup_ts_parser_cache	ts_cache.rs:1290	lib.rs:297	MATCH	yes	lazy hash+callback init; single-entry (lastUsedParser) then hash probe; miss->SearchSysCache1(TSPARSEROID), read prsstart/prstoken/prsend/prsheadline/prslextype, validate start/token/end present (same messages), fmgr_info_cxt eager-resolve via fmgr seam (incl headline if valid), insert, lastUsedParser. FmgrInfo members carried as OIDs.
lookup_ts_dictionary_cache	ts_cache.rs:1526	lib.rs:417	MATCH	yes	lazy hash + 2 callbacks (TSDICT,TSTEMPLATE); single-entry/hash probe; miss->SearchSysCache1(TSDICT) read dicttemplate/dictname, SearchSysCache1(TSTEMPLATE) read tmplinit/tmpllexize, validate (same messages); dictCtx create-or-reset (ident cleared before reset, set after); if tmplinit valid deserialize_deflist(dictinitoption) + OidFunctionCall1 init -> dict_data; fmgr_info_cxt(lexize); insert. dict_data is the opaque void* init returned. fmgr/tsearchcmds via seams.
init_ts_config_cache	ts_cache.rs:1827	lib.rs:608	MATCH	yes	create config hash; register TSCONFIGOID + TSCONFIGMAP callbacks. Split out so getTSCurrentConfig can also arm callbacks.
lookup_ts_config_cache	ts_cache.rs:1871	lib.rs:628	MATCH	yes	lazy init; probe valid entry; miss->SearchSysCache1(TSCONFIGOID) read cfgparser (validate); systable_beginscan_ordered on pg_ts_config_map (mapcfg=cfgId) seeing maptokentype/mapseqno order; per-token dict lists with MAXTOKENTYPE/MAXDICTSPERTT bounds and out-of-range/out-of-order/too-many errors (same messages); lenmap = maxtoken+1 or 0; copy workspace into cache ctx then copy out into caller mcx. genam/indexam via seams.
getTSCurrentConfig	ts_cache.rs:2235	lib.rs:806	MATCH	yes	cached TSCurrentConfigCache short-circuit; unset/empty -> elog or InvalidOid by emitError; lazy config-cache init; emitError->stringToQualifiedNameList(hard)+get_ts_config_oid(false); else soft parse, null list->Invalid else get_ts_config_oid(true). regproc/namespace via seams.
check_default_text_search_config	ts_cache.rs:2303	lib.rs:861	MATCH	yes	only when IsTransactionState && MyDatabaseId!=Invalid; soft-parse name -> get_ts_config_oid; invalid: PGC_S_TEST->NOTICE+accept, else reject(false); else fully-qualify newval via SearchSysCache1(TSCONFIGOID)+get_namespace_name+quote_qualified_identifier. guc_strdup OOM->false path has no counterpart (owned String). MyDatabaseId passed explicitly.
assign_default_text_search_config	ts_cache.rs:2430	lib.rs:939	MATCH	yes	store newval + reset TSCurrentConfigCache=Invalid; GUC owns the string in C, folded into the crate-owned variable here.
