# proofs/coverage/queryjumble/EXCEPTIONS.tsv — exception/residual ledger,
# lane p1-queryjumble; coverage baseline = fleet lcov @ df615dc9e1
# (job pgrust-fuzz-campaign-1785627852-3e8c-36752, 10M execs, 0 divergences).
# columns: file<TAB>lines<TAB>class<TAB>c_counterpart<TAB>justification
crates/backend/nodes/queryjumble/src/lib.rs	47,49	exhaustive-covered-unmeasured	queryjumble.h IsQueryIdEnabled (static inline)	IsQueryIdEnabled OFF/ON arms: tested(exhaustive: full reachable state machine, 21 lockstep cells vs verbatim C) — queryjumble_diff::tests::flags_exhaustive, dedicated-process evidence run 2026-08-01; unmeasured in the fuzz lcov because the driver pins the GUC
crates/backend/nodes/queryjumble/src/lib.rs	178	defensive-c-parity	queryjumblefuncs.c:404-411 repalloc	clocations growth OOM arm (try_reserve failure): allocator exhaustion not fuzzable; C repalloc ereports on the same condition
crates/backend/nodes/queryjumble/src/lib.rs	199	unreachable-arm	queryjumblefuncs.c:148-158	hash==0 fixup value arm: reachable only when the 64-bit jumble hash is exactly 0 (2^-64/exec); structurally identical predicate+values both sides; the fixup predicate executes every exec
crates/backend/nodes/queryjumble/src/lib.rs	210,211,212	exec-shell	(none: pgrust-only perf shell)	JumbleQueryDiscard: #[cold] shell = JumbleQuery(..).map(|_| ()); no comparison surface of its own
crates/backend/nodes/queryjumble/src/walker.rs	1396-1406(11)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleATAlterConstraint	ATAlterConstraint: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
crates/backend/nodes/queryjumble/src/walker.rs	940-940(1)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleA_ArrayExpr	A_ArrayExpr: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
crates/backend/nodes/queryjumble/src/walker.rs	898-898(1)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleA_Const	A_Const: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
crates/backend/nodes/queryjumble/src/walker.rs	892-896(5)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleA_Expr	A_Expr: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
crates/backend/nodes/queryjumble/src/walker.rs	929-932(4)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleA_Indices	A_Indices: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
crates/backend/nodes/queryjumble/src/walker.rs	935-937(3)	stage-2-pending	queryjumblefuncs.funcs.c _jumbleA_Indirection	A_Indirection: raw/utility tag, not constructible via the readfuncs text bridge (NOT-YET-CONSTRUCTIBLE.txt); coordinator ruling 2026-08-01 carves stage-2 walker arms at done-flip with REOPEN OBLIGATION (route: programmatic dual construction, phase1-routes.tsv)
