file	sloc	kani	fuzz	regress	any
crates/backend/utils/adt/float/src/aggregates.rs	225	0	0	175	175
crates/backend/utils/adt/float/src/builtins.rs	490	11	0	163	163
crates/backend/utils/adt/float/src/funcs.rs	663	30	0	457	459
crates/backend/utils/adt/float/src/io.rs	496	0	322	257	407
crates/backend/utils/adt/float/src/lib.rs	341	156	39	165	197
crates/backend/utils/adt/float/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/geo/src/boxes.rs	138	0	0	124	124
crates/backend/utils/adt/geo/src/builtins.rs	796	30	0	316	316
crates/backend/utils/adt/geo/src/circle.rs	122	20	0	110	111
crates/backend/utils/adt/geo/src/io.rs	585	0	14	413	413
crates/backend/utils/adt/geo/src/lib.rs	277	48	108	200	206
crates/backend/utils/adt/geo/src/line.rs	137	0	0	115	115
crates/backend/utils/adt/geo/src/lseg.rs	89	16	0	77	77
crates/backend/utils/adt/geo/src/path.rs	110	32	0	94	96
crates/backend/utils/adt/geo/src/point.rs	81	14	0	58	58
crates/backend/utils/adt/geo/src/poly.rs	164	32	0	150	150
crates/backend/utils/adt/geo/src/proximity.rs	320	0	11	302	302
crates/backend/utils/adt/geo/src/tests_full.rs	0	0	0	0	0
crates/backend/utils/adt/jsonb/src/aggs.rs	254	0	0	193	193
crates/backend/utils/adt/jsonb/src/build.rs	383	0	0	287	287
crates/backend/utils/adt/jsonb/src/builtins.rs	748	0	0	541	541
crates/backend/utils/adt/jsonb/src/container.rs	151	24	0	98	98
crates/backend/utils/adt/jsonb/src/getfield.rs	154	0	0	131	131
crates/backend/utils/adt/jsonb/src/gin.rs	549	0	0	374	374
crates/backend/utils/adt/jsonb/src/io.rs	297	0	0	230	230
crates/backend/utils/adt/jsonb/src/iter.rs	170	57	0	114	116
crates/backend/utils/adt/jsonb/src/iterate.rs	215	0	0	166	166
crates/backend/utils/adt/jsonb/src/lib.rs	15	0	0	0	0
crates/backend/utils/adt/jsonb/src/mutate.rs	562	0	0	458	458
crates/backend/utils/adt/jsonb/src/ops.rs	287	37	0	218	221
crates/backend/utils/adt/jsonb/src/populate.rs	1381	0	0	1106	1106
crates/backend/utils/adt/jsonb/src/srfs.rs	194	0	0	156	156
crates/backend/utils/adt/jsonb/src/subs.rs	71	0	0	57	57
crates/backend/utils/adt/jsonb/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/jsonb/src/tojsonb.rs	444	0	0	329	329
crates/backend/utils/adt/network/src/abbrev.rs	57	0	0	38	38
crates/backend/utils/adt/network/src/builtins.rs	316	17	0	124	124
crates/backend/utils/adt/network/src/cidr_ntop.rs	157	0	0	129	129
crates/backend/utils/adt/network/src/lib.rs	490	119	0	373	374
crates/backend/utils/adt/network/src/ntop.rs	142	0	0	125	125
crates/backend/utils/adt/network/src/pton.rs	356	0	0	248	248
crates/backend/utils/adt/network/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/numeric/src/aggregates.rs	559	0	0	460	460
crates/backend/utils/adt/numeric/src/arith.rs	808	0	0	712	712
crates/backend/utils/adt/numeric/src/builtins.rs	864	28	0	524	527
crates/backend/utils/adt/numeric/src/fixed.rs	332	0	0	0	0
crates/backend/utils/adt/numeric/src/io.rs	395	0	0	293	293
crates/backend/utils/adt/numeric/src/keypack.rs	67	0	0	0	0
crates/backend/utils/adt/numeric/src/lib.rs	191	42	0	79	79
crates/backend/utils/adt/numeric/src/math.rs	952	0	0	836	836
crates/backend/utils/adt/numeric/src/ops.rs	788	113	0	622	641
crates/backend/utils/adt/numeric/src/random.rs	103	0	0	92	92
crates/backend/utils/adt/numeric/src/series.rs	70	0	0	60	60
crates/backend/utils/adt/numeric/src/sortsupport.rs	82	0	0	53	53
crates/backend/utils/adt/numeric/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/numeric/src/var.rs	502	135	0	384	387
crates/backend/utils/adt/varbit/src/lib.rs	866	182	0	633	656
crates/backend/utils/adt/varbit/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/varlena/src/abbrev.rs	68	0	0	41	41
crates/backend/utils/adt/varlena/src/builtins.rs	695	28	0	429	429
crates/backend/utils/adt/varlena/src/bytea.rs	365	93	0	281	291
crates/backend/utils/adt/varlena/src/concat_format.rs	418	0	0	317	317
crates/backend/utils/adt/varlena/src/levenshtein.rs	159	0	0	120	120
crates/backend/utils/adt/varlena/src/lib.rs	767	57	0	573	574
crates/backend/utils/adt/varlena/src/replace_regexp.rs	151	0	0	130	130
crates/backend/utils/adt/varlena/src/split_text.rs	154	0	0	129	129
crates/backend/utils/adt/varlena/src/string_agg.rs	122	0	0	95	95
crates/backend/utils/adt/varlena/src/tests.rs	0	0	0	0	0
crates/backend/utils/adt/varlena/src/unicode.rs	81	0	0	64	64
CRATE:crates/backend/utils/adt/float	2215	197	361	1217	1401
CRATE:crates/backend/utils/adt/geo	2819	192	133	1959	1968
CRATE:crates/backend/utils/adt/jsonb	5875	118	0	4458	4463
CRATE:crates/backend/utils/adt/network	1518	136	0	1037	1038
CRATE:crates/backend/utils/adt/numeric	5713	318	0	4115	4140
CRATE:crates/backend/utils/adt/varbit	866	182	0	633	656
CRATE:crates/backend/utils/adt/varlena	2980	178	0	2179	2190
TOTAL	21986	1321	494	15598	15856
