crates/backend/utils/adt/adt_timestamp/src/builtins.rs	56	const-eval-only	timestamp.c fmgr builtins table	[fn in_arg] builtins-table registration const fns; evaluated at compile time (quote_diff precedent)	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	57	const-eval-only	timestamp.c fmgr builtins table	[fn in_arg] builtins-table registration const fns; evaluated at compile time (quote_diff precedent)	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	127	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_now] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	128	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_now] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	131	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_statement_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	132	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_statement_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	133	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_statement_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	134	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_statement_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	135	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_statement_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	138	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_clock_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	139	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_clock_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	140	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_clock_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	141	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_clock_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	142	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_clock_timestamp] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	145	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_timeofday] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	146	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_timeofday] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	147	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_timeofday] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
crates/backend/utils/adt/adt_timestamp/src/builtins.rs	148	excluded-state	timestamp.c now/statement_timestamp/clock_timestamp/timeofday	[fn fc_timeofday] real clock / xact-state reads; state carve per claim scope (ledger 1299/2647/2648/2649/274 excluded(state))	p1-laney	pending
